product_uid,materials
176482,Plastic Stainless Steel
164499,Plastic Metal
164497,Brass Ceramic
164495,Brass
176478,Steel Steel
176477,Synthetic/Microfiber
176479,Vinyl
176474,Foam
176475,Marble
105631,Particle Board
105630,Vinyl
117615,Cardboard Synthetic
117619,Composite
117620,Steel
105622,Zinc
105623,Composite
105629,Metal BiMetal
105626,Powder-Coated Steel Plastic
105627,Tinsel over wire frame
117609,Stainless Steel
105642,Steel
105640,Metal
117602,Brass
117601,Aluminum
117607,Galvanized Steel
105635,Metal
105636,Vinyl
105633,Vitreous China
105634,Zinc Coated Galvanized Steel
130617,Steel
105609,Aluminum
105601,Glue Steel
105604,Composite
142600,Steel
105613,Fiberglass
105612,Steel
142606,PVC PVC
142605,Galvanized Steel Steel
142608,Nickel-chromium stainless steel alloy
103010,Aluminum
103012,Wood Wood
105675,Travertine
129642,Nylon Stainless Steel
103011,Aluminum
129644,Steel
117659,Steel Steel
117658,Metal
115002,Concrete
129635,Plastic
103004,Steel
105669,Foam Aluminum Extruded Aluminum
103007,Plastic Plastic
103006,Manufactured from CARB2 compliant laminated particle panels
103009,Steel
105683,Metal
103021,Vinyl
105680,Composite
105681,Ceramic
105686,Polyfiber Cast Aluminum Aluminum
103022,Plastic
105687,Vinyl
105684,Stainless Steel
103024,Vinyl
117649,Wood
103016,Galvanized Steel
129629,Porcelain-Coated Cast Iron Painted Steel
105651,Natural Stone
129622,Galvanized Steel
105652,Metal
117634,Steel
117639,Plastic
117640,Steel
117642,Composite
117644,Fiberglass
129613,Metal
105647,Frameless Proprietary
105649,N/A
105660,Copper
103001,Wood
103003,Polyester Latex Other Synthetic
105662,Polyester Latex Other Synthetic
129611,Polyester
129612,Plastic Wood Rubber
117624,Composite MDF
117625,Other Stainless Steel
117628,Steel
117627,Mahogany solids/Veneers
105657,Acrylic
129604,Oil
105656,Wood
129607,Stainless Steel
105594,Vinyl
130550,Plastic
129562,Gravel
130551,Vinyl
166509,Metal
154520,Metal
166507,Ceramic
105596,Metal
130552,Metal Wire
166505,Steel
166503,Steel
130559,Plastic
166501,Vitreous China
130557,Oil
117582,Metal
117589,Composite
142534,Vinyl
142539,Plastic
130561,Steel
129551,Aluminum
130562,Multi-Purpose Metal
129552,Porcelain
129556,Plastic
130563,Wood Plastic
154512,Composite
154516,Steel
130568,Steel
154518,Stainless Steel
154519,Vinyl
142543,Stainless steel PVC
117578,Acrylic Acrylic
129548,Zinc Coated Galvanized Steel
142548,Plastic Plastic
117570,Thermoplastic
105573,Vinyl
129540,Bamboo
105570,Plastic
129542,Steel
105576,Carbide
129543,Copper
154543,PVC
166529,Aluminum
129544,Polyester Latex Other Synthetic
154544,Water
130574,Wood
154545,Composite
166527,Other
154546,Stainless steel
166526,Fabric
117558,Foam Steel Steel
166524,Steel
130579,Steel
166522,Medium Density Fiberboard (MDF)
166521,Cast Metal
117563,PVC PVC
117562,PVC
117565,Fiberglass
117564,Plastic
178505,Cast Iron
142557,Wood
178504,Polyester Latex Other 35% Wool/65%Polyester Wool & Wool Blend
178502,Wood
178500,Cotton Cotton
105584,Metal
130584,Wood
105582,Steel
130582,Wood Banana leaves mahogany solids plywood
166519,Granite
105587,Plastic
166518,Metal
129533,Thermoplastic
166517,Pine
105585,Metal
129534,Tape Steel
154534,Stainless Steel
166516,Laminate
166515,Vitreous China
117547,Acrylic
154536,Red Oak
166513,Nylon
117548,Stainless Steel
166511,Cardboard
166510,Aluminum
142561,Polyester Latex Other Synthetic
117553,Metal
142564,Vinyl
117556,Glass Medium Density Fiberboard (MDF) Marble
142567,Composite
142566,Jute Synthetic
129528,Laminate
130511,PVC PVC
130518,Aluminum Other
129594,Steel
129595,Aluminum
129597,Steel
130526,Steel
130529,Vinyl
130528,Metal Ceramic
142509,Vinyl
129583,Other
129584,Steel
129586,Vinyl Vinyl
130531,PVC PVC
154506,Brass Ceramic
129581,Porcelain
154509,Zinc Metal
142518,Porcelain
130540,Wire Glass
129576,Composite
129577,Metal
129578,Pine
130546,Metal
117598,Plastic
117599,Plastic
142522,Galvanized Steel
142524,Cast Iron
142529,Polyester
166588,Glass
166586,Plastic
166585,Steel
166592,Metal
178569,Concrete
178567,Other
178568,Nylon
178566,Steel
178563,fiberglass composites Fiberglass
154598,Porcelain Solid Wood Marble
166574,Brass
166573,Ceramic
166583,Vinyl
166580,Brass
178558,Metal
178559,Multi-Purpose PVC
178557,Vinyl
178553,Steel
166599,Plastic Steel
166598,PVC
166597,Polycarbonate
166596,Plastic
130594,Ceramic
154561,Stone
130592,Galvanized Steel
130598,Concrete
130599,Other
166548,Other Fiberglass
166547,Glass Glass Tubes and supports steel finials glass
166546,Carbide
166544,Plastic
166542,Wood
166550,Metal
178529,Sponge
178525,Brass
178526,Red Oak
178523,Marble
178524,Vinyl
178521,Aluminum
178522,Metal
154553,Wood
154555,Galvanized malleable iron
166539,Plastic Polyester
154556,Steel
166538,Polyester Latex Other Synthetic
166537,Stainless Steel
166536,Polyethylene
166534,Metal
166532,Nylon
142592,PVC PVC
166530,Aluminum
142587,Steel
178518,Composite
142586,Glass
142589,Plastic
178515,Steel
178513,Aluminum
178510,Resin
178550,Aluminum
178551,Brass Stainless Steel
154586,Aluminum
154589,Red Oak
166564,Wood
166563,PVC PVC
166562,Nylon
166572,Solid Surface
142598,Aluminum
178549,Cardboard Synthetic
178547,Plastic
178548,Stainless Steel
178541,Composite
178542,Glass
178540,Vinyl
154574,Foam Aluminum Aluminum
166552,Vinyl
166551,Latex
166560,Plastic
178538,Aluminum
178539,Copper
178537,Steel
178534,Ceramic
178535,Wood
178532,Cast Metal
154580,Brass
178530,Acrylic
178494,Marble
178491,Metal
178490,Plastic
178488,Steel Metal
178487,Polyester
178484,Plastic
178485,Galvanized malleable iron Iron
178481,Brass
166498,Glass
166496,Plastic
178479,Aluminum
178478,Plastic
178475,Fabric
178476,Polypropylene 0
178498,Plywood
105511,Latex
117501,Plastic
105504,Plastic Steel
105506,Aluminum
105515,Steel
130500,Wood
105554,Plastic
129521,Steel
105555,Aluminum Aluminum
129522,Porcelain Solid Wood Porcelain
105552,PVC
117539,Aluminum
105566,Brass
117525,Vinyl
117524,Plastic
117529,Copper Copper
117533,Plastic
105558,Stainless Steel
129504,Steel
105557,Zinc Coated Galvanized Steel
129506,Aluminum
129508,HDF (High Density Fiber-board) Oak
129501,Wood
117515,Vinyl
117521,Metal
117522,Steel
105529,Metal
105544,Cast Metal
117508,Vinyl
105536,Galvanized Steel
105534,Metal
105535,PVC
105473,Wood
105472,Plastic
105475,Vinyl
117459,Ceramic
130437,Stainless Steel
117462,Steel
117464,Thermoplastic
142411,Composite Composite
142410,Plastic
142413,Metal
129437,Aluminum
105469,Concrete
105485,Thermoplastic
130441,Plastic
105482,Solid Wood
129431,Stainless Steel
105487,Aluminum Aluminum
129436,Rubber
117448,Stainless Steel Painted Steel
117449,Stainless steel
117452,Other
117455,Plastic
117454,Other
142424,Thermoplastic
129426,Wood
105479,PVC PVC
129429,Polyester
105451,Stainless Steel
130452,Fiberglass
129420,Water
166409,Composite MDF
130455,Steel
166408,Brass
166407,Stainless Steel
129424,Wire Glass
129425,Plastic
130454,Plastic
130459,Vinyl
166404,Brass
154427,Vitreous China
166403,Cast Metal
130457,Plastic Composite
154428,Fabric
166402,Plastic
166400,Brass Ceramic
117440,PVC PVC
142431,Plastic Glass
142430,Composite Maple
117444,Wood
142433,Composite Oak
105448,Rubber
129416,Fiberglass
105446,Steel
129418,Composite
130462,Medium Density Fiberboard (MDF)
105463,Steel
130460,Brass
130461,Plastic
154411,Steel
129412,Cotton
130467,PEX Brass
105465,Oil-based dry paint
154415,Composite Oak
117427,Tile (wet or dry) Steel
130469,Plastic
154418,Copper Copper
142440,Steel
142442,Aluminum
117430,Galvanized Steel
117433,Carbide
142445,Composite Oak
129407,Copper
130470,Other
129484,Metal
129488,Rubber
129480,Metal Ceramic
129474,Polyester
129475,Plastic
130408,Composite
117498,Water
117491,Stainless Steel Stainless Steel Stainless Steel
129462,Glass
105496,Wood
105493,Vitreous China
105494,Concrete
130411,Plastic
130413,Steel
130414,Vinyl
105491,PVC
130419,Cotton
129460,Acrylic
130418,Steel
117488,Water
117480,Bamboo
117482,Steel
129455,PVC
130420,Vinyl
129458,Steel
130421,Medium Density Fiberboard (MDF)
117469,Wood
142403,Wire Glass
142406,Composite
142405,Vinyl
142408,Cobalt
117470,No Shelf Glass
154485,Composite
178452,Metal
178450,Aluminum
142495,Aluminum
166473,Steel
166472,Vinyl
166470,Steel
178446,Steel
178447,Oil
178445,Copper Copper
154493,Rubber
178442,Steel
154494,Vinyl
178443,Glass
178440,High Density Fiberboard (HDF) Laminate
154477,Other
166459,Acrylic
166458,Ceramic
166457,Metal
166452,Carbide Multi-Purpose
166462,Wood
166461,Brass PVC
166460,Iron Ferrite
178439,Zinc Steel
178435,Stainless Steel
178433,Rubber
178431,Powder-Coated Steel
178432,Steel
178474,Wood
178472,Brass
166488,Solid Brass
166487,Acrylic
166486,Porcelain
166485,Glass
166495,Steel wool
166493,Polyfiber Steel
178469,Metal/Wood Rubber Wood
178466,Oil
178467,Acrylic
178464,Water
129495,Cotton
154496,Vitreous China Medium Density Fiberboard (MDF) Granite
166479,Glass
129491,Rubber
166474,Other
166480,Polyester Latex Other Synthetic
178457,PVC
178458,Composite
178455,Laminate
178456,Steel
178453,Metal
178454,Poly Lactic Acid (PLA)
154440,Plastic
130474,Copper
154442,Ceramic
154443,PVC
130475,Steel
154446,Vinyl
166428,Steel
130476,Oil
154449,Other
166425,Metal
166423,Ceramic
166422,Multi-Purpose Steel
166421,Vitreous China
166420,Plastic
142453,Stainless Steel
178408,Metal
178409,Wood
142457,Plastic
178407,Cotton Synthetic
142458,Polyfiber Steel
178403,Ceramic
178401,Wood
130484,Foam Steel
130485,Oil
130482,Stone
130489,Stainless Steel
154435,Polyester
166417,Steel
154437,Polyethylene
166412,Oil
166411,Porcelain
142464,Steel Other
130496,Blended
130494,Steel
130498,Solid Wood
166449,Solid Brass
166446,Fabric
166445,Glass
142480,Steel
166444,Glass
142482,Plastic
142481,Quartz
166451,Steel
142475,Wood
178428,Wood
178429,Granite
178426,Stainless Steel
178427,Wood
178424,Aluminum
178425,Composite
178422,Composite Maple
178423,Solid Brass
154471,Grout
178420,PVC
178421,Glass
154452,Nylon 0
154453,Plastic
154456,Metal
166439,Aluminum
154458,Marble
166437,Wood
166435,Polyester
166434,Aluminum
166433,Other
142490,Foam
166432,Porcelain Solid Wood Porcelain
166431,Metal
166440,Steel
142487,Metal Metal
142489,Thermoplastic
178418,Aluminum
178415,Oil
178416,Metal
178413,Oil
178414,Metal
178411,Brass Stainless Steel
154461,Aluminum
178410,Metal
176194,Composite Composite
176197,Synthetic Polypropylene
176190,Metal
176192,Porcelain
117811,Plastic
117813,Brass
117812,Composite Oak
117817,Plastic
117816,Galvanized Steel
105822,Acrylic
105820,Thermoplastic
176188,Other Wood
176187,Aluminum
105824,Metal
105825,Metal
117808,Metal
176184,Polyethylene
176183,Polypropylene
176186,Polyethylene
105840,Nylon
105841,Carbide
176182,Zinc Other
117800,Galvanized Steel
117801,Fiberboard
164199,Other
117806,Vinyl
164197,Other
105839,Wallpaper
105834,PVC
176177,Stainless Steel
176176,Porcelain
105809,Other Rubber
105806,Copper
105804,Solid Brass
105802,Metal
105803,Tinsel with wire frame
105819,Glass
105818,Steel
105810,Vitreous China Solid Wood Marble
176199,Metal
105816,Painted Steel
176198,Steel
105870,Ceramic
103210,MDF Steel Other
129841,Steel
129842,Foam Steel
103211,Resin
117855,Aluminum
154800,Wood
117854,steel
154801,Vinyl
117856,Metal Steel
154804,Porcelain
154805,PVC PVC
130836,Steel
154807,Multiple
115201,Plastic Wire
142811,Other Polyester
103202,Brass Rubber
103205,Concrete
103206,Wood
103209,Polyfiber
129839,Metal
142817,Metal
103208,Steel Other
142816,Vinyl
142829,Acrylic
103221,Stainless Steel Ceramic
103220,Metal Metal MDF w/ Veneer Rattan
105885,Plastic
103223,Steel
105882,Copper
105883,Steel
130845,Plastic
117846,Concrete
117851,Granite
117850,No Shelf Glass
103214,Plastic
105877,Marble
103213,Plastic
103216,Plastic
103215,Fabric
105876,Steel
129828,Ceramic
142828,Steel
103219,Plastic
166808,Copper
166807,Water
166806,Wood
105851,Water
105852,Brass
166803,Brass
154820,Acrylic
117836,Plastic
117839,Steel
142830,Thermoplastic rubber (TPR)
142833,Particle Board Cultured Marble
105845,Vinyl
129813,Breathable Polyethylene
105848,Steel
105849,Oil
129817,Paper
142839,Ceramic
105847,Steel
166809,Other
117829,Porcelain
105863,Steel
130863,Copper Copper
103201,Stainless Steel
130860,Polyester Latex Other Synthetic
105861,Fabric
117821,Resin
154813,Porcelain
154814,Wire Other
130868,Plastic
154817,Vinyl
117827,Multi-Purpose Bronze
154819,Cast Iron
117831,Steel
117830,Medium Density Fiberboard (MDF)
129801,Plastic
142843,Polypropylene
142846,Plastic
105854,MDF
142845,Plastic
129804,Steel
142848,PVC PVC
139200,Steel
142847,Plastic
129806,Vinyl
129807,Composite
142849,Steel
103250,Steel
103253,Acrylonitrile Butadiene Styrene (ABS) ABS Plastic
129885,Porcelain
103256,Steel
129886,Stainless Steel
115239,Composite
127222,Maple
127220,Metal
115242,Steel
115243,Red Oak
115246,Steel
129877,Vinyl
103246,Zinc
129879,Vinyl
103248,Fabric
103261,Laminate
103260,Steel
129870,Steel
129871,Powder-Coated Steel
129872,Steel
103265,Cast Metal
103264,Steel
115229,Porcelain Medium Density Fiberboard (MDF) Marble
127210,Stone
130803,Plastic
130808,Stainless Steel
117893,Wood
127209,PVC
115231,PVC PVC
117892,Medium Density Fiberboard (MDF)
127207,Plastic Plastic Plastic
115233,Cardboard
129866,Vinyl
129867,Plastic
103259,Metal Steel
105891,Plastic
105892,Vinyl
103230,Oil
105890,Metal
129861,Medium Density Fiberboard (MDF)
103232,Aluminum
105895,Carbide Multi-Purpose
103231,Other
105896,Marble Particle Board Cultured Marble
103233,Plastic
115214,Plastic
117877,Laminate
127203,Metal
127202,Steel
130816,Plastic
130814,Metal Metal
117881,Metal
130818,Galvanized Steel
115223,Plastic
117885,No Shelf
129855,Metal Metal
103224,Plastic
105889,Oil
105886,MDF
129857,Wood
105887,Zinc Brass and Zinc
103229,Aluminum
103228,Laminate
142807,Laminate Fiberboard Melamine resin decor paper and wear resistant overlay
103241,Multi-Purpose High Speed Steel
142809,Other Fiberglass
103242,Composite
103245,Foam
115203,Brass Bronze
117866,Resin
115204,Metal
115205,Oil
115207,Polyfiber Aluminum
130826,Steel Steel
115208,Acrylic
117871,Wood
130828,Metal Plastic
117870,Steel Plastic
117872,Plastic
117875,Steel
117874,Galvanized Steel
103236,Fiberglass
103235,Vitreous China Vitreous China
103237,No Shelf Glass
129848,Stone
142803,Nylon
142806,Metal
103173,Composite
130791,Clay
103177,Fiberglass
130796,Cardboard Polypropylene
103176,Natural/Nylon Blend
166748,Plastic
103179,Plastic Metal
130794,Porcelain-Coated Cast Iron Painted Steel
166747,Metal
103178,Plastic
166745,High Speed Steel
154768,Plastic
166743,Brass
127144,PVC PVC
103170,Polyfiber
115163,Polyethylene Polyethylene
139130,Medium Density Fiberboard (MDF)
115166,Wood
115167,Plastic
115169,Steel
139137,Metal
140116,Aluminum
140119,Steel
103184,Foam
129792,Composite Cultured Marble
103183,Plastic
103186,Powder-Coated Steel
154750,Wood
103185,Composite
129795,Galvanized Steel
154751,Metal
129796,Plastic
103187,Brass Ceramic
129797,Brass Brass
166737,Steel
129798,Wood MDF / Composite Wood
154755,Aluminum
154756,Steel
166734,Glass
115149,Composite
166732,Porcelain Solid Wood Engineered Solid Surface
166731,Stainless Steel Ceramic
103180,Plastic
127133,Aluminum
103182,Galvanized Steel
103181,Wood
115152,Aluminum
115153,Vinyl
142785,Aluminum
152108,Metal
115156,PVC
127129,Brass
127128,Composite Oak
152104,Plastic Plastic
139142,Steel
139143,Aluminum
103150,Ceramic
103153,Wood
103155,Laminate
164108,PVC
103154,Powder-Coated Steel
154786,Laminate Thermofoil
164109,Thermoplastic
166769,Steel
103156,Aluminum Comfort Grip
164107,Stainless Steel
115137,Glass Glass
127126,Titanium
164104,Aluminum
166767,Steel
115138,Steel
166766,Oil
127124,Galvanized malleable iron Iron
164103,Nylon
164100,Other Polyester
166763,PVC
164101,Multi-Purpose Plastic
166762,Stainless Steel
142792,Vinyl
166770,Brass
140132,Cast Aluminum
127119,Vinyl
140134,Galvanized Steel
152117,Wood
152116,Wood
103148,Vinyl
139159,Vitreous China
103147,Wood
129779,Nylon
140139,Aluminum
152112,Polyester Latex Other Bamboo
139153,Wood
139154,Wood Carbide
103162,Plastic Steel
103161,Stainless Steel
154771,PVC PVC
103163,Nylon
103166,Plastic
166759,Wood
103168,Aluminum
166757,High Speed Steel
115126,Plastic
117789,Glass
154778,Polyester Latex Other Synthetic
166756,Fabric
115128,Porcelain Solid Wood Marble
127112,Rubber
166753,Stainless Steel
127111,Metal Ceramic
166752,Carbide
166751,Stainless Steel
103160,wood
166750,HDPE(High Density Polethylene)
117792,Plastic
115130,Polycarbonate
117791,Copper Brass
139160,Wood Carbide
140142,Multi-Purpose Brass
115132,Copper
140143,Steel
117797,Fibre Reinforced Polymer (FRP)
103159,Medium Density Fiberboard (MDF)
152126,Wood Solid Hardwoods & Veneer
152124,Stainless Steel
152123,Metal
152122,Zinc Coated Galvanized Steel
166709,Metal
127183,Stainless Steel
127182,Rubber and Steel
166707,Chlorinated Poly Vinyl Chloride (CPVC)
130752,Plastic
166705,Vinyl
166704,Steel
166703,Composite
154722,Brass
166702,PVC
130757,Ceramic
154724,Acrylic
127189,Synthetic
127186,Other
142735,Steel
142737,Brass
127172,Polyurethane
130760,Solid Surface
130767,Quartz
154712,PVC PVC
127178,Composite
154715,PVC (vinyl) 99
127174,Acrylic
115195,Copper Brass
115199,Plastic Plastic
142743,Porcelain
142745,Comfort Grip
139103,Metal
115194,Metal
130770,Stainless Steel
103194,Thermoplastic
103197,Vitreous China Vitreous China
103196,Particle Board Cultured Marble
166728,Steel
130774,Steel
130775,Ceramic
154742,Plastic
166726,Cast Iron
166725,Glass Glass
154745,Steel Metal
127169,Cast Metal
154747,Acrylic
103191,Metal Rubber
154749,Steel
103190,Polypropylene
127165,Steel
127164,Galvanized Steel
103192,Chrome-Plated Steel Porcelain
142753,Manufactured from certified Environmentally Preferred laminated particle panels.
142756,Synthetic
142757,Porcelain
139111,Steel
139112,Steel
127150,Steel Steel
130782,Composite
166718,Vitreous China
130780,Plastic
130785,Copper
154730,Solid Brass
166714,Polyfiber Cast Aluminum
166713,Plastic
127159,Steel
130789,Polyester Latex Other Synthetic
166712,Ceramic
166711,Steel
130787,Polypropylene
154736,Brass Composite
166710,Oil
127156,Steel Steel
127155,Plastic
127154,Water
115173,Steel
115175,Steel
142761,PEX Brass
142763,Aluminum
115179,Steel
140103,Laminate
139122,Aluminum Aluminum
140108,Steel
115170,N/A
140109,Aluminum
115171,Zinc
176151,Natural stone
152183,Plastic
176150,Medium Density Fiberboard (MDF)
176153,Concrete
176152,Aluminum
164168,Oil
164169,Glass
164166,Other
164167,Copper Bronze
164165,Glass Glass
140195,Nylon
140197,Carbide Wood Carbide
140198,Water
164172,Plastic
164170,Concrete
176147,Ceramic
152178,Plastic
152176,Steel
176146,Cast Iron
176142,Laminate
152192,Cast Iron
152191,Aluminum
164158,Polyfiber Wood Constructed of Solid Asian Rubberwood Other Wood
164155,Poplar
164156,Steel
164153,Plastic
164162,Plastic
176138,Polyester solid
176133,Galvanized Steel
176132,Die-Cast
176135,Metal
176173,Plywood
176172,Galvanized Steel
176175,Vinyl
176174,Cardboard
176171,Steel Rubber
176170,Other
164189,Steel
164186,Laminate HDF
164187,Wood Wood Faux Leather
164195,Cast Iron
164196,Composite
164191,Vinyl
164190,Brass Multi-Surface
176166,Plastic
152198,Plastic
176165,Steel Other
152197,Steel
176168,Plastic
127194,Plastic Wood
176161,Vitreous China
127192,Thermoplastic
164179,Multi-Purpose Carbide
164177,Metal
164175,Solid Brass
127196,Plastic
164176,Plastic
164185,Other
164181,Wood
176158,Steel Other
176154,Steel Glass
176157,Plastic
176156,Aluminum
164128,Plastic
164129,Stainless Steel
164126,Gold
166789,Stainless steel
166788,Foam Polyurethane Foam
164124,Multi-Purpose Plastic
166786,Fiberboard
166785,Metal Ceramic
166784,Metal
164120,Metal
166782,Zinc Coated Galvanized Steel
139173,Cotton
166792,Steel
166790,PVC
140156,Steel
176103,Vitreous China
152135,Composite
176106,Water
176100,Metal
176102,Galvanized Steel
176101,Solid Brass
152151,Metal
154793,Wood
154795,Aluminum
164119,Steel
164118,Jute Synthetic
164115,Composite
166778,Plastic
164116,Glass Glass
166777,Acrylic
164114,No Backing Synthetic
164111,Plastic
164112,Fiberglass
166773,Oil
166772,Wood
164110,Copper
166771,Steel
139184,Polyester 100
166781,Wood
166780,Aluminum
140164,Aluminum
139188,Composite Maple
152161,Plywood MDF
176131,Brass
176130,Glass
164148,Polyurethane
164149,PVC PVC
140180,Steel
164145,Metal
140182,Vinyl
164142,Cardboard Proprietary
164143,Metal Metal
164151,Steel
164152,Fiberglass
164150,Stainless Steel
140177,Polypropylene
139192,Plastic
176129,Galvanized Steel
140179,Plastic
176126,Metal
176128,Aluminum
176127,Steel Glass
176122,Ceramic
152154,Steel
176121,Water
139197,Cedar
176124,Cotton Synthetic
152173,Polyester Latex Other Wool & Wool Blend
152171,Polyfiber
176120,Plastic
164139,Vinyl
164138,Foam Wood
166799,Metal
164136,Brass
166797,Wood Stainless Steel
140191,Steel
164133,Steel
166795,Natural Stone
140193,Steel
166793,Vinyl
140189,Acrylic
176118,Steel
152169,Metal Metal
176116,Steel
152166,Aluminum
176110,Steel
152164,Steel
176113,Oil
176074,Vinyl
176073,Polyester Fabric
176075,Copper and Plastic
176072,Ceramic
164089,Steel
105708,Cardboard Proprietary
164095,Oil
164092,Brass Steel
164091,Metal
105702,Metal
176067,Carbide
152098,Composite
176069,Porcelain Solid Wood Marble
176062,Metal
176065,Steel Fiberglass
176064,Redwood
105720,Paper Steel
176061,Wood
176060,Cardboard Proprietary
164078,Vitreous China Granite
164079,Plastic Plastic
164077,Stainless Steel Stainless Steel
164085,Aluminum
164084,Composite
105712,Metal Steel Metal
176056,Glass
105717,Stainless steel
105715,Malleable Iron
176057,Polyester Latex Other Synthetic
176096,Other Other
176095,Cast Metal
176098,Acrylic
176097,Wood
176092,Cotton Synthetic
176091,Steel Brass
176093,Metal Metal
176089,Metal BiMetal
176088,Polypropylene
176084,Glass
176087,Marble Solid Wood Glass
176086,Steel
176081,Zinc
176083,Vinyl
176082,Sisal
176078,Wood
129720,Copper
105751,Plastic
130712,Nylon
117736,Wood
117738,Stainless Steel
130716,Polyethylene
117739,Porcelain Solid Wood Oak Porcelain
130719,Polypropylene
117740,Plastic
129712,Other
105743,Aluminum
105748,Porcelain
142709,Steel
103100,Metal
105763,Fabric
105764,Brass
130720,Other
103102,Plastic
105762,Other
129711,Composite
117725,acrylic and pigments
117724,Laminate
130727,Plastic Acrylic
117726,Vinyl
130725,Marble
117728,Metal
129709,Zinc Steel
130729,Wire
142700,Metal Cobalt
105759,Steel Steel Solid-surface materials
117719,Steel
142719,Steel
130730,Multi-Surface
154701,Stainless Steel Painted Steel
117711,Granite
117713,Vinyl
130733,Acrylic Plywood Porcelain
130736,Oil
154707,Plastic
130737,Polycarbonate
105729,Aluminum
117721,Steel Steel
117709,Pine
105741,Galvanized Steel
130745,Plastic Other
130749,Steel
117704,Galvanized Steel
117710,Plastic
142721,Glass
142720,Copper Copper
105734,Wire Glass
142723,Vinyl
105735,Porcelain
105738,Polyfiber
105736,Steel
142729,Metal
105792,Brass
105793,Stainless steel
103131,Wood
129761,Medium Density Fiberboard (MDF)
103130,Plastic Glass
129762,Steel
105796,Steel
105797,Fabric
129764,Fabric
103135,Vinyl
129765,Steel
103134,Steel
129766,Steel
117783,Vinyl
115121,Solid Brass
115124,Steel
103126,Aluminum
105789,Medium Density Fiberboard (MDF)
103128,Porcelain
105787,PVC
103140,Plastic
103142,Composite
103141,Other Wood
129751,Steel
103143,Polyester
103146,Laminate
103145,Aluminum
129755,Galvanized Steel
117767,Metal
115106,Steel
115108,Adhesive
117772,Clay
115110,Ceramic
117771,PVC PVC
117773,Thermoplastic
117776,PVC PVC
115114,Steel
103139,Steel
105798,Ceramic
103138,Vinyl
105799,High Speed Steel
105771,Metal
129740,Stainless Steel
103111,Porcelain
103110,Steel Steel
103113,Steel Steel
129743,Steel
103112,Glass
117761,Brass
117760,Steel
117763,Vitreous China
117765,Composite
103104,High Density Fiberboard (HDF)
105767,Brass
105768,Steel
103106,Resin
129736,Plastic
103105,Black Oxide
103108,Wood
129738,Fiberglass
103107,Brass Composite
103109,Fiberglass
129730,Ceramic
105786,Metal
103124,Aluminum Aluminum
129732,Plastic
103123,Concrete
129733,Plastic
130701,Plastic
117748,Fabric
117750,Metal
117751,Foam Steel Glass
117753,Polyester 100
105778,Polyfiber
129723,Synthetic Plastic
103117,Wood
105777,Other Fiberglass
129726,Stainless Steel
103118,Concrete
129728,Cast Iron
103051,Metal Metal
129683,Wood
103054,Steel
130675,Plastic
139009,Composite
154642,Metal Ceramic
166628,Medium Density Fiberboard (MDF)
103055,Zinc
166627,Vitreous China
129688,Porcelain
130673,Galvanized Steel
166626,Aluminum
139008,Other Fiberglass
166625,Wood
166624,Other
166622,Metal
166620,Polystyrene
103050,Metal
129680,Composite Composite
115041,Plastic
115045,Vitreous China Medium Density Fiberboard (MDF) Granite
127019,Metal
115048,Laminated Particle Board
142654,Composite
139016,PEX Brass
139017,Latex
139015,High Speed Steel
142658,Metal Metal Other
139013,Steel
139011,Plastic
103063,Steel
130682,Aluminum
129672,Aluminum
166619,Steel
166618,Plastic
166616,Zinc
103069,Galvanized Steel
139018,Other
166615,Oil
103068,Steel
129678,Metal
115027,Polypropylene
154636,Vitreous China
166612,Plastic
115029,Plastic
127014,Porcelain Solid Wood Engineered Solid Surface
166610,Plastic Steel
103061,Foam Cast Aluminum Extruded Aluminum
115030,Titanium
117692,Birch
139020,Steel
115032,Cast Iron
117695,Polyester
142661,Particle Board Other
115034,Composite
115036,Composite Engineered stone composite
127007,Multi-Purpose Galvanized Steel
117698,Other
142665,Plastic
103059,Wood
142669,Polyester Latex Other Synthetic
139023,Acrylic
130690,Metal Brass
117691,Acrylic
103030,Concrete
105693,Other Nickle-plated chrome
154660,Steel
105694,Metal
103032,Wood
103031,Laminated Particle Board
105692,Stainless steel
154663,PVC
103034,Fiberglass
130697,Steel
103033,Steel
130698,Polyester
166649,Ceramic
166648,Rubber
103035,Metal Metal
105696,Plastic
130696,Copper
154668,Oil
166646,Steel Plastic
127004,Aluminum
154669,Polyester Steel
130699,Ceramic
127002,Other
127001,Diamond Stone
166642,Composite
117682,Travertine
115020,Steel
117684,PVC
142673,Steel
117683,Stainless steel
115023,Glass
142675,Vitreous China
142674,Steel
140014,Copper
142677,Steel
103027,Vinyl
139038,Metal
103026,Composite
105689,Other
139037,Plastic
139034,Plastic Wire
139033,Metal
103040,Other
103043,Vitreous China
129651,Polyester
103042,Die-Cast
103045,Acrylic
103044,Manufactured from laminated particle board
166638,Marble
103047,Plastic Plastic
103046,Aluminum Polypropylene
129656,Metal
166636,Resin
115005,Plastic
117668,Composite
166633,Fireclay
115009,Galvanized Steel
117671,Fabric
140020,Zinc
142681,Steel
115010,Plastic
140021,Polyester Latex Other Synthetic
115011,GEL Memory Foam
117672,Metal
140022,Plastic
115012,Steel
117675,Foam Steel
117677,Oak
142688,Steel
117676,Metal
140026,Metal
152006,Fabric
103038,Metal
139049,Plastic
103037,Powder-Coated Steel
129648,Steel
