id,product_uid,relevance,similarity_search_term_to_title,similarity_search_term_to_description,similarity_search_term_to_brand,similarity_search_term_to_materials
88448,126649,2.67,0.485149,0.757345,0.999743,0.000238634
88452,126650,3,0.392869,0.596591,0.00103994,0
88454,126650,2.67,0.582592,0.563906,0.000770728,0.00229379
88456,126650,1.67,0.442332,0.185418,0.990718,0
88462,126652,2.33,0.611118,0.261057,0,0
88463,126652,2,0.657596,0.205247,-7.36E-06,5.88E-07
88466,126652,2.33,0.66566,0.234819,-7.36E-06,5.88E-07
88473,126653,2,0.619039,0.524594,0.995105,0
88475,126653,1.67,0.597753,0.442755,-0.000100103,-3.46E-05
88477,126654,2.67,0.548658,0.607898,-0.102881,0
88478,126654,2.67,0,0.74296,0,0
88479,126654,2,0.130331,0.430485,0.130917,0
88484,126655,3,0,0,0,0
88486,126656,2,0.260531,0.235719,0.0153164,-2.45E-05
88488,126657,3,0.847039,0.795995,-3.48E-08,0
88489,126658,3,0.424677,0.351268,-1.57E-05,-1.19E-05
88490,126658,2.67,0.344433,0.331798,0.000222739,-1.19E-05
88493,126658,2.33,0.437288,0.477609,0.00057409,0.894229
88494,126658,3,0.401596,0.215523,0.999461,0
88497,126659,3,0.606665,0.0840067,-2.36E-07,0
88500,126661,3,0.141303,0.386421,-1.72E-09,0
88503,126662,2.67,0.191377,0.432187,-2.25E-08,0
88504,126663,2.33,0,0,0,0
88505,126664,1.67,0.365226,0.304637,0,0
88507,126664,2.67,0.80843,0.514793,0.995105,0
88513,126666,2.33,0.563899,0.586996,0.00232435,0
88518,126667,2.67,0.779999,0.864433,0.0508958,0
88521,126669,2,0.498525,0.352036,-7.10E-10,0
88525,126670,1,0.151641,0.195084,-0.189343,0
88527,126671,2.33,0.633772,0.32541,-0.00338704,0
88532,126673,3,0.159317,0.232042,0.000272656,0
88533,126673,3,0.307938,0.504495,0.0318759,0
88534,126673,3,0.198839,0.241013,0.0319653,0
88536,126674,3,0.151624,0.290148,-0.00140109,0
88537,126675,2.67,0.609054,0.253763,-0.000128589,1.52E-07
88540,126675,3,0.797986,0.791824,1.04E-06,0
88543,126676,2.67,0.22914,0.293062,0.00133049,0
88545,126676,2,0.230031,0.134322,0.000301681,0
88547,126677,2.33,0.270129,0.419909,-0.000164412,0
88555,126680,1.67,0.731851,-0.0615509,-1.24E-06,0
88556,126681,2.67,0.706109,0.460867,0,0
88558,126682,3,0.891958,0.494912,2.01E-08,0
88562,126686,2.33,0.599677,0.6288,0.00323501,3.82E-08
88563,126686,1.67,0.589246,0.621696,0.000152981,0.707113
88564,126686,3,0.653243,0.675347,0.000152981,0.707113
88565,126686,2.33,0.546062,0.496765,0.0849544,0
88567,126687,2.67,0.646354,0.163171,0,0
88568,126688,3,0.0802616,0.0827766,-8.64E-10,0
88577,126692,2,0,0,0,0
88591,126696,2,0.369942,0.311427,-0.0737814,0
88593,126697,2.33,0.415295,0.287817,-3.07E-08,0
88596,126698,2.67,0.682119,0.324393,1,0
88599,126700,3,0.446701,0.405437,-6.81E-08,0
88602,126702,2,0.399695,0.295845,-0.00419371,-3.53E-07
88609,126706,3,0.726335,0.788687,-0.0847614,0
88611,126706,2.33,0.632343,0.737715,-0.106179,0
88612,126707,2.33,0.54742,0.582437,-1.09E-09,0
88613,126707,2.67,0.625298,0.389478,-1.09E-09,0
88615,126708,2.33,0.190275,0.254415,0.00175653,0
88619,126709,3,0.565316,0.056931,0,0
88623,126710,2.33,0.0399013,0.130561,-0.0112771,-1.42E-10
88624,126710,2.67,0.179022,0.0955132,0.990857,0
88627,126710,2.67,0.301362,0.338576,-0.00692144,0
88629,126710,2.67,0.42907,0.38733,0.0424468,0
88630,126710,1.67,0.189175,0.335161,0.0702852,-0.00023065
88631,126711,2.67,0.39703,0.288785,4.03E-07,0
88633,126712,3,0.237068,0.284691,7.86E-09,0
88634,126713,3,0.191482,0.2226,0,0
88636,126714,2.33,0.395209,0.166845,0.652405,-3.05E-05
88638,126714,3,0.428672,0.179964,0.864955,-3.05E-05
88641,126714,2.67,0.41656,0.216315,0.00415594,-3.29E-05
88644,126715,2.33,0.839528,0.463582,0.818823,5.02E-05
88645,126715,2.33,0.720849,0.285614,0.820424,5.02E-05
88647,126716,3,0.341672,0.47952,-5.89E-08,0
88648,126717,2.33,0.597278,0.716094,-0.000451474,0
88649,126717,2,0.0669868,0.526016,0.0132287,0
88650,126717,3,0.472553,0.725993,0.0133225,0
88656,126718,3,0.631425,0.867933,0,0
88657,126719,2.33,0.148118,0.14803,0,0
88659,126720,2.33,0.525512,0.278511,1.79E-06,0
88661,126722,2,0.614105,0.0291909,-6.10E-09,0
88662,126723,2.67,0.561671,0.419339,-1.62E-08,0
88663,126724,3,0.522254,0.124919,0,0
88666,126726,2.33,0.636028,0.144098,0,0
88670,126726,2.67,0.477739,0.583314,0.00025507,0
88677,126726,3,0.0839771,0.143021,0.000234496,0
88678,126726,2.33,0.0581821,0.151746,0.000331916,0
88686,126727,1.67,0.665259,0.567784,-3.49E-08,0
88688,126728,3,0.629475,0.818071,0,0
88689,126728,2.67,0.786787,0.619877,0.0299975,0
88692,126730,1.67,0.779319,0.788999,-0.0106538,0
88693,126730,3,0.768405,0.875512,-0.093631,0
88695,126731,3,0.451465,0.609589,0,0
88698,126732,2.33,0.630908,0.703338,-4.96E-05,0
88699,126732,3,0.553104,0.751097,0.99952,0
88701,126733,3,0.568426,0.337282,0,0
88702,126734,2.67,0.422077,0.287489,-2.36E-07,0
88703,126734,3,0.415538,0.285488,-2.36E-07,0
88707,126735,2.67,0.428645,0.469245,0.978205,-0.000134028
88712,126736,3,0.840031,0.543398,-0.000383645,0
88717,126736,2.67,0.0216067,0.0564592,0.000205795,0
88718,126736,1.67,0.10072,0.103803,-0.00203044,0
88719,126736,2.33,0.307503,0.240835,-8.57E-05,0
88723,126737,2,0.194291,0.0807057,-0.0115155,0
88728,126740,3,0.456148,0.395162,-5.75E-05,0
88729,126741,2.33,0.594901,0.794729,0.0784201,0
88733,126742,2.67,0.611913,0.824705,-0.00459096,0
88734,126742,2.67,0.751273,0.834854,0.0158269,0
88737,126742,1.67,0.635693,0.55643,0.014721,0
88740,126743,2,0.614382,0.400062,-3.60E-05,0
88741,126744,2.33,0.432809,0.184385,-2.02E-08,0
88743,126745,3,0.694293,0.596794,-2.89E-09,0
88748,126747,3,0.32287,0.405985,0.754986,0
88749,126748,2.33,0.414365,0.783124,-0.000440865,0.00014056
88750,126748,3,0.442092,0.540523,0.999998,0
88752,126749,2,0.121249,0.226804,0.0081993,0
88754,126749,2,0.420384,0.707292,-0.00112135,1.40E-05
88756,126749,2,0.153639,0.358781,0,0
88759,126751,2.67,0.153482,0.340941,0,0
88761,126751,3,0.25389,0,0,0
88762,126751,2,0.0411133,0.0425967,0.000271638,-2.67E-05
88763,126752,3,0.220441,0.358202,-3.66E-08,0
88764,126753,1.33,0.493388,0.0811266,-0.0651667,0
88768,126755,3,0.0933202,0.504331,0.123066,0
88770,126756,3,0.068853,0.309506,-0.0336875,0
88773,126757,2.67,0.568296,0.620705,0.000281796,0
88776,126757,1.33,0.527832,0.120332,-0.000752295,0
88777,126757,2.67,0.61699,0.578183,-0.00029516,0
88784,126757,2,0.365217,0.104905,0.999999,0
88786,126758,2,0.639081,0.127225,0,0
88791,126759,2.33,0.550124,0.408713,0,0
88794,126760,3,0.534117,0.48839,0,0
88796,126760,2.67,0.729494,0.509192,-0.0223728,0
88801,126763,2.67,0.369662,0.65642,-2.80E-09,0
88805,126765,2.33,0.0152677,0.182961,-0.0014056,0.0362691
88806,126765,1.33,0.0474917,0.140271,0,0.577542
88809,126766,2.67,0.765343,0.428283,0.0390891,0
88811,126767,1.67,0.383673,0.552094,-0.0290194,0
88812,126767,3,0.182978,0.35037,0,0
88814,126768,3,0.540703,0.548182,-4.41E-08,0
88817,126771,2,9.24E-05,0.0402833,-3.58E-09,0
88818,126772,2.33,0.860499,0.6516,0,0
88820,126772,2,0.744584,0.471545,-0.0709165,0
88822,126774,2.33,0.0586375,0.288247,0.00453448,0
88830,126775,1.67,0.454945,0.0360389,-0.00797528,7.20E-05
88832,126776,2.33,0.684949,0.546106,-0.276932,0
88833,126776,3,0.676509,0.508084,-0.0394581,0
88835,126777,3,0.627404,0.528795,0,0
88841,126780,2.67,0.600516,0.536378,-3.25E-08,0
88846,126781,3,0.56157,0.424863,-0.0014787,0
88848,126781,2.33,0.863176,0.470995,-0.0086269,0
88850,126783,2.67,0.424675,0.581481,0.334386,0
88851,126783,1.67,0.190944,0.44851,0.07878,0
88853,126783,1.33,0.429311,0.384176,0.275827,0
88858,126784,3,0.427558,0.267887,0.765895,0
88859,126784,1.67,0.178932,0.235802,0.438244,0
88863,126786,3,0.491438,0.223304,-6.15E-05,0
88866,126787,2.33,0.704131,0.142366,-7.51E-09,0
88868,126788,1.67,0.200397,0.24643,0.000311122,0
88872,126789,3,0.319938,0.402681,-1.43E-06,0
88874,126790,3,0.397262,0.370786,0,0
88877,126791,3,0.63197,0.109909,0.00125188,1.03E-06
88879,126792,3,0.195076,0.406774,0.000569327,0
88880,126793,3,0.76271,0.217396,-0.0213479,0
88884,126795,2.67,0.603882,0.549576,8.07E-05,8.95E-05
88890,126800,3,0.411002,0.350146,-1.64E-08,0
88899,126805,1,0.0678027,0.228607,-0.000176419,1.43E-06
88902,126806,2.33,0.440429,0.325331,0,0
88903,126807,3,0.747887,0.618418,-2.10E-07,0
88904,126808,3,0.0762295,0.412453,-3.48E-08,0
88916,126812,2.33,0.0294566,0.2214,-0.0983189,0
88918,126813,2.67,0.769228,0.702168,0,0
88919,126814,2.67,0.744687,0.760072,0.999793,0
88924,126817,3,0.645627,0.640764,4.50E-11,0
88925,126818,3,0.416315,0.119535,-1.64E-07,0
88926,126819,2,0.692242,-0.0148252,0,0
88928,126820,1.67,0.0165401,0.28237,0,0
88930,126821,1.67,0.679456,0.793537,-0.167996,0
88936,126824,2.33,0.24101,0.310227,0.0063159,-3.64E-06
88939,126825,3,0.608796,0.243999,-6.73E-08,0
88940,126826,1.67,0.281537,0.266056,-0.0663054,0.707484
88945,126826,2,0.334839,0.370642,-0.0483973,0.93166
88946,126826,2.33,0.334839,0.370642,-0.0483973,0.93166
88949,126826,3,0.41408,0.441226,-0.0702695,-2.67E-05
88951,126827,3,0.527895,0.50687,-6.81E-08,0
88953,126829,3,0.579913,0.310391,1.46E-08,0
88955,126830,3,0.366946,0.142966,0.529393,0
88958,126832,3,0.711265,0.656023,1.74E-07,0
88961,126834,2,0.382702,0.453928,0.549011,-4.39E-06
88965,126835,3,0.257378,0.408909,0,0
88967,126836,2.67,0.365299,0.0482034,0,0
88969,126837,1.33,0.894723,0.514221,-0.0228896,-5.86E-05
88971,126837,2.67,0.891515,0.718269,-0.0220612,-5.86E-05
88974,126839,2.67,0.670214,0.631505,-1.21E-08,0
88977,126840,2.33,0.0195769,0.184327,0.00490183,8.75E-08
88978,126840,3,0.260091,0.411903,0,0
88979,126841,1.67,0.416969,0.558656,0.998177,0
88980,126841,1.67,0.74615,0.29674,0.999603,-0.000437705
88981,126842,3,0.202465,0.578847,0,0
88982,126843,3,0.475234,0.603482,0,0
88983,126844,2.33,0.272478,0.294548,-6.39E-05,-2.40E-06
88985,126844,2,0.810738,0.40973,-0.000303223,0
88992,126848,1.33,-0.0171087,0.105827,0.0629818,0
88996,126849,2.67,0.815553,0.487626,0.130049,0
89003,126852,3,0.336026,0.257825,0.00498913,0
89004,126853,3,0.715336,0.442796,7.50E-08,0
89007,126854,2,0.611115,0.615194,-0.00717863,0
89008,126854,3,0.558893,0.293862,-0.00717863,0
89013,126857,2.67,0.519211,0.476147,-7.77E-09,0
89018,126860,2.33,0.0147104,0,0,0
89029,126862,2.67,0.899625,0.369249,-0.016884,0
89034,126864,3,0.826725,0.342356,0.812879,0
89035,126864,3,0.826725,0.342356,0.812879,0
89037,126865,1.67,0.850345,0.730806,-0.23606,0
89038,126865,3,0.83938,0.721407,-0.23606,0
89039,126866,2.67,0.324375,0.378429,-0.0148886,0
89049,126870,2.67,0.107498,-0.00858608,-0.000483641,1.34E-06
89052,126872,1.67,0.703137,0.575754,0,0
89057,126875,2.67,0.753519,0.828004,9.94E-06,-0.000732322
89059,126875,3,0.685049,0.86789,9.94E-06,-0.000732322
89060,126875,3,0.504559,0.76631,0.87408,-0.000732322
89061,126876,3,0,0,0,0
89066,126876,1.67,0.394021,0.388281,0.0132287,0
89068,126876,2.33,0.0187886,0.255627,0.0132287,0
89070,126876,2.67,0.728758,0.362529,0,0
89071,126876,2.33,0.239908,0.150084,0.029381,0
89074,126876,3,0.337277,0.2272,0.029381,0
89077,126879,3,0.318831,0.405403,3.61E-08,0
89079,126880,1.33,0.520317,0.582706,0.0144984,0
89083,126882,2.67,0.0117971,0.0626015,-6.96E-09,0
89084,126883,3,0.678803,0.361525,0,0.707133
89085,126883,2,0.774995,0.746084,0.00891949,0.86714
89087,126883,2.67,0.558088,0.298019,0.000754222,0.739241
89088,126884,2,0.395185,0.222065,-1.46E-08,0
89089,126885,2.67,0.700167,0.428908,0.999184,0
89091,126885,3,0.461737,0.249699,2.35E-07,-0.00217207
89098,126890,2.33,0.575904,0.646494,-0.0296894,1.41E-08
89099,126891,2.33,0.347958,0.238198,0.00200989,-3.05E-06
89100,126891,2,0.412145,0.405746,-0.000514261,-9.75E-05
89105,126894,2.33,0.622507,0.538429,0.280889,-0.000177454
89107,126894,2.33,0.374922,0.321795,0.976363,0
89110,126896,2,0.675566,0.33085,-0.00616891,3.23E-05
89118,126899,2.67,0.0286101,0.154552,7.81E-09,0
89122,126901,2.33,0.023556,0.298026,6.01E-09,0
89124,126902,3,0.63054,0.30888,7.12E-05,0
89127,126904,2.67,0.591519,0.401905,-0.0458488,0
89132,126908,2.67,0.201896,0.127264,7.81E-08,0
89133,126909,3,0.651238,0.550776,1.22E-10,0
89134,126910,2,0.510492,0.294618,1.93E-08,0
89135,126911,2,0.346878,0.544117,-2.00E-09,0
89136,126912,3,0.0605186,0.366575,8.13E-09,0
89137,126913,2.67,0.271198,-0.00477489,0,0
89139,126914,2,0.465606,0.194785,0,2.86E-06
89143,126914,1.67,0.46016,0.398202,-0.1257,4.15E-09
89147,126914,3,0.355528,0.492738,-0.205149,4.07E-09
89149,126914,1,0.0689595,0.154154,0.257738,2.22E-08
89151,126916,3,0.406003,0.36552,-6.88E-09,0
89153,126917,3,0.600949,0.416552,-1.64E-08,0
89154,126918,3,0.402126,0.808891,-3.05E-07,0
89157,126919,3,0.584451,0.605828,0.0271058,6.25E-05
89164,126922,3,0.472496,0.111064,7.89E-10,0
89165,126923,2.33,0.815434,0.517549,-7.94E-08,0
89166,126923,3,0.742256,0.470403,-3.77E-08,0
89170,126925,2.67,0.42883,0.612902,-3.49E-08,0
89172,126927,2,0.625164,0.57288,0.00031836,0
89175,126927,1.67,0.0574022,0.161158,0.000124441,0
89182,126929,2,0.608814,0.459047,0.72036,0.00193135
89185,126930,3,0.409497,0.23211,2.17E-09,0
89189,126933,2.33,0.0331213,0.0644242,-0.0338925,0
89190,126933,2.33,-0.00565716,0.103898,0.00242353,0
89193,126933,2.67,0.99466,0.54931,0,0
89194,126934,3,0.456409,0.230327,-2.01E-08,0
89195,126935,2.33,0.681072,0.157926,-1.55E-08,0
89198,126937,2.67,0.632105,0.635196,-6.64E-05,-0.00123419
89206,126940,2.67,0.675752,0.332266,2.37E-09,0
89209,126942,2.67,0.679025,0.40504,9.01E-08,0
89210,126942,2.67,0.803998,0.406201,3.17E-08,0
89211,126943,2.67,-0.00976757,0.169111,0.00561372,0
89214,126945,2,0.664661,0.482838,-2.39E-05,-0.000115747
89215,126945,3,0.558436,0.581734,5.28E-05,-0.000115747
89217,126946,3,0.53,0.508533,1,0
89224,126949,2.33,0.240675,0.151796,-1.77E-09,0
89225,126950,3,0.502968,0.231873,-0.0104647,0
89229,126952,2.33,0.466167,0.292184,0.0659069,0
89233,126953,2.33,0.663381,0.174481,0,0
89239,126956,3,0.598779,0.512098,-0.00090808,0
89245,126959,3,0.309952,0.218016,-0.165819,0
89246,126959,2.33,0.313414,0.187475,-0.184032,0
89250,126962,1.67,0.385889,-0.0462597,-2.33E-07,0
89251,126963,2,0.554437,0.711876,0.00127961,0
89252,126963,1.67,0.645168,0.764612,0.0166785,-0.000151753
89255,126963,2.67,0.661158,0.733711,-0.000554665,0.000152404
89259,126963,2,0.362637,0.533847,0.000540422,2.88E-05
89260,126963,2.67,0.513688,0.172507,0.0020938,1
89262,126964,3,0.124159,0,7.45E-07,0
89263,126965,2.67,0.229919,0.0592441,0.991587,-3.26E-05
89267,126966,3,0.727759,0.392179,-3.98E-08,0
89269,126967,3,0.275071,0.57633,0.000491645,0
89284,126972,2.33,0.0900376,0.374318,0.99998,0
89287,126973,1.33,0.458384,0.689108,0.000536745,0
89291,126975,2.33,0.239119,0.125069,-3.56E-08,0
89292,126976,2.67,0.473009,0.233384,1.34E-09,0
89293,126977,3,0.48094,0.452112,-2.96E-08,0
89295,126978,2.67,0.598745,0.739018,1,-0.000157666
89297,126978,2.67,0.558905,0.636127,0.969246,0.000293615
89301,126979,2.33,0.685329,0.740862,-3.46E-09,0
89302,126980,2.33,0.139015,0.337867,-1.98E-08,0
89306,126981,2.67,0.140302,0.699305,-0.000229491,0
89308,126982,1.67,0.40064,0.767049,0.922548,0
89310,126982,2.67,0.718071,0.865774,7.60E-05,0
89314,126984,3,0.182667,0.293649,2.20E-08,0
89316,126986,2.67,0.195161,0.622713,-1.41E-06,0
89317,126987,2.33,0.338362,0.262942,0,0
89319,126988,2.33,0.744614,0.630201,-1.66E-07,0
89321,126989,3,0.186199,0.167816,0,0
89335,126995,3,0.425034,0.400222,0,-7.98E-08
89336,126996,1.67,0.211744,0.481757,-0.00994257,-6.12E-07
89345,126997,2.33,0.324887,0.190382,1.34E-10,0
89346,126998,3,0.0414898,0.35035,1.13E-09,0
89347,126998,3,0.114129,0.341222,1.13E-09,0
89348,126998,3,0.134967,0.344473,8.13E-09,0
89353,126999,3,0.733804,0.489606,-0.00010464,0
89356,127001,2.67,0.62002,0.414037,0.0689421,0.442711
89359,127003,2.67,0.61632,0.660103,0,0
89361,127004,1.67,0.520936,0.484226,0.0299633,0
89362,127004,2.33,0.666707,0.438511,0.11503,0
89363,127005,2.33,0.764719,0.733764,1.47E-08,0
89365,127006,3,0.897065,0.769935,6.76E-08,0
89368,127007,1.33,0.0520385,0.091988,-0.152468,-6.58E-07
89370,127007,2.67,0.824595,0.392213,-0.0111036,0.408249
89373,127009,2.33,0.362006,0.464233,-2.48E-08,0
89374,127010,3,0.470098,0.688383,0.000306066,0
89375,127010,3,0.740416,0.28323,1,0
89381,127013,2.33,0.43647,0.714121,-0.00394917,0
89384,127014,2.67,0.788288,0.220713,0.0968807,0.0797242
89387,127016,2.67,0.102053,0.456613,0,0
89388,127017,1.67,0.0634573,0.316325,1.60E-09,0
89390,127017,2.33,0.0617417,0.315868,1.60E-09,0
89392,127019,1,-0.00047916,0.374022,2.14E-05,-0.000179231
89394,127019,2.67,0.14339,0.185396,-0.00378026,7.55E-08
89397,127020,1.33,0.558724,0.474941,-0.0035925,0
89400,127020,2.33,0.0829344,0.048016,0.022522,0
89404,127022,2.67,0.478995,0.506434,0.0278587,0
89408,127026,3,0.771569,0.281596,8.16E-09,0
89409,127027,2.67,0.345128,0.463341,9.27E-07,0
89413,127029,2.33,0.580158,0.168064,-4.62E-08,0
89418,127032,2.33,0.0464993,0.113909,0.000662742,-0.000177454
89419,127032,1.67,0.0110504,0.07368,3.72E-05,0.000732559
89428,127033,2.33,0.373071,0.715799,-1.45E-05,0
89433,127034,2.33,0.551036,0.757697,-0.00628871,0
89435,127034,3,0.550248,0.717043,1,0
89443,127036,2.33,0.514723,0.357597,0.000157443,-0.000228635
89444,127036,2.33,0.0250174,0.257783,-0.0118458,0
89446,127036,1.67,0.0910032,0.123872,0,0
89448,127037,3,0.535622,0.659811,9.01E-08,0
89450,127038,2,0.163586,0.0915747,0.99973,0
89452,127039,2.67,0.0253827,0.0964525,0.0620924,1.64E-07
89456,127041,2.67,0.6487,0.545339,0.999998,0
89466,127045,2.67,0.310357,0.420738,-0.00546538,0
89469,127046,2.33,0.4232,0.383286,-3.34E-08,0
89471,127047,3,0.680098,0.747975,8.36E-06,0
89480,127051,2.67,0.255096,0.238824,-0.00162827,0
89481,127052,2.33,0.423953,0.188314,7.10E-08,0
89482,127053,3,0.212991,0.553481,0,0
89484,127054,2.33,0.732067,0.233107,1,0
89486,127055,2.33,0.760379,0.359478,0.00475347,0
89487,127055,2.67,0.740951,0.403376,0.0516255,8.92E-08
89489,127056,2.67,0.533128,0.777357,0.00130749,0
89492,127057,2.33,0.77078,0.515398,1.85E-07,0
89494,127057,2,0.468079,0.526934,3.34E-07,0
89498,127059,2.33,0.71993,0.262747,1.74E-06,0
89501,127062,3,0.591723,0.599909,-0.000256696,0
89502,127062,3,0.456096,0.669316,-0.000192134,0
89503,127062,2.33,0.503097,0.0890946,0.534692,0
89505,127063,3,0.517882,0.617147,6.45E-05,1
89506,127063,3,0.592968,0.803292,3.12E-05,0.978751
89510,127064,2.67,0.660238,0.321699,-0.00656188,0
89519,127070,1,0.661759,0.090251,5.07E-09,0
89520,127070,2.33,0.497005,0.238062,-2.13E-08,0
89524,127073,2.67,0.427229,0.185781,-3.54E-08,0
89528,127075,3,0.342819,0.788072,0.0106913,0
89531,127076,2.67,0.610809,0.421213,0,0
89532,127077,3,0.627544,0.393513,0.864275,1.09E-06
89533,127077,3,0.386177,0.277563,0.867764,0
89534,127077,2,0.447275,0.299914,0.861386,1.09E-06
89541,127080,1.67,0.213107,0.251645,0,-2.14E-06
89543,127080,1.33,0.519571,0.0334985,0,0
89544,127081,2.33,0.462486,0.0700304,0.000445199,0.000152404
89555,127084,1.33,0.520468,0.546064,0.000445917,0
89557,127085,2.67,0.645559,0.685816,-0.0828884,0
89558,127085,3,0.619807,0.634486,-0.14092,0
89561,127087,3,0.25465,0.55289,6.41E-08,0
89562,127088,2,0.618552,0.0323016,8.92E-08,0
89563,127088,1.67,0.0350385,0.139331,-1.47E-08,0
89565,127089,2.33,0.29246,0.265056,0,0
89566,127089,2.33,0.229777,0.139211,1,0
89567,127090,3,0.598844,0.475895,-5.32E-06,0
89568,127090,2.33,0.539613,0.572237,-4.36E-06,0
89572,127093,3,0.209829,0.23638,-4.64E-08,0
89573,127094,1.33,-0.00414505,0.207068,3.59E-05,0
89575,127094,2,0.048145,0.240348,7.20E-05,0
89581,127097,2,0.639974,0.38503,-1.50E-08,0
89584,127099,3,0.685537,0.433824,1,0
89586,127099,2.67,0.685537,0.433824,1,0
89590,127100,2.33,0.00694695,0.00774461,-0.0484515,0
89593,127101,1.67,-0.00837643,0.127355,0,0
89594,127102,3,0.205236,0.657356,-5.29E-08,0
89598,127105,2.67,0.282992,0.452282,-7.92E-08,0
89600,127106,2.33,0.177146,0.324964,-0.0262195,0
89601,127107,2.67,0.192821,0.376384,-8.64E-10,0
89603,127108,2,0.811972,0.736693,0.106131,0
89607,127108,2.33,0.819562,0.737991,0.106131,0
89612,127111,2.33,0.69701,0.458758,0.983173,0.000144226
89613,127111,2.33,0.584646,0.416334,1,0
89614,127111,3,0.875739,0.532802,-0.000152665,-3.46E-05
89618,127111,2,0.259455,0.360104,6.74E-05,0
89620,127112,2.33,0.128503,0.323493,0.00132504,-0.000245519
89621,127112,2.67,0.523649,0.494944,0,0
89625,127114,1.67,0.50216,0.373791,-3.01E-08,0
89628,127116,2.67,0.449541,0.841632,-0.000370016,0
89638,127121,1.33,0.428213,0.0122241,1.13E-07,0
89649,127127,3,0.483895,0.360901,0,0
89653,127128,2,0.788574,0.438354,0.999974,0.707049
89661,127130,2.67,0.561316,0.269654,-0.000299855,0
89664,127130,3,0.624732,0.272944,-0.000299855,0
89669,127130,3,0.481986,0.36489,-0.000299328,0
89671,127130,3,0.115062,0.0690238,-4.87E-05,0
89672,127131,2.33,0.587883,0.410155,-1.59E-08,0
89674,127133,2.33,0.684744,0.309012,0.0206814,3.96E-05
89676,127133,3,0.781314,0.400488,0.0282249,3.96E-05
89678,127135,2.33,0.231386,0.103745,0,0
89683,127139,2.67,0.0852009,0.277331,2.32E-08,0
89688,127142,2.67,0.654676,0.210535,1.92E-09,0
89689,127143,2.67,0.205596,0.178417,-1.02E-08,0
89693,127146,2.33,0.370188,0.388665,1.14E-07,0
89694,127147,2.67,0.41971,0.474098,4.78E-08,0
89695,127148,2.33,0.563026,0.300392,0.00465214,0
89697,127148,1.67,0.654597,0.287827,-0.0155844,0
89710,127155,2.67,0.561246,0.173541,0.996361,0
89717,127159,2.33,0.5989,0.492534,0,0
89726,127165,2.67,0.0504339,0.306953,0.000418727,0.000164463
89729,127166,2.67,0.75671,0.66959,5.17E-07,0
89737,127170,3,0.638967,0.270173,7.90E-12,0
89739,127171,2,0.37187,0.366257,0.057454,0
89743,127172,2.33,0.68517,0.0693715,0.0672541,7.93E-09
89744,127173,2.33,0.258892,0.0635872,-3.72E-08,0
89746,127174,2,0.462085,0.212162,0.000213947,0
89750,127175,2,0.637116,0.491878,0.999304,0
89751,127175,2.67,0.817635,0.571773,0.982882,0
89752,127175,2,0.807503,0.368623,0.999947,0
89753,127176,2,0.566712,0.5338,-0.000705505,0
89756,127178,2.33,0.578351,0.419679,0.000164863,-0.00230343
89761,127178,3,0.733435,0.576641,0.000274532,-0.000420254
89770,127182,2.33,0.38097,0.356918,0.157135,0
89779,127183,1.67,0.7373,0.647608,0,0
89780,127183,2.67,0.584885,0.656429,1,0
89783,127183,2.67,0.654007,0.425226,0,0
89791,127184,2,0.405191,0.369336,-0.000199015,0
89797,127187,2.33,0.695825,0.695962,0.707131,0
89800,127187,2.33,0.602019,0.675512,0.0041161,0
89801,127188,2.33,0.477154,0.405329,1.39E-07,0
89802,127189,3,0.125651,0.271716,0.0369212,0
89806,127192,3,0.766265,0.144783,0,6.95E-05
89811,127194,2.67,0.346217,0.649558,0.00796473,-0.000146306
89813,127196,2.33,0.599495,0.705169,-0.0121532,-0.00102562
89816,127197,2,0.330593,0.218441,0,0
89819,127199,2.67,0.133039,0.0929582,-4.09E-07,0
89820,127200,3,0.80558,0.184298,-7.30E-07,0
89824,127201,2.33,0.380743,0.194553,0,0
89825,127202,2.33,0.0374314,0.091544,-0.00021673,-6.37E-05
89826,127202,3,0.488144,0.316797,2.14E-05,4.03E-06
89830,127203,3,0.584349,0.263585,0.281298,0.00215299
89840,127205,1.33,0.386994,0.295998,0.000186654,0
89841,127205,1.33,0.479763,0.379396,0.000155824,0
89846,127208,2,0.0865491,0.199099,0,0
89851,127210,2.67,0.467582,0.453892,-0.00597717,-1.89E-05
89853,127211,1.67,0.426322,0.0409674,1.41E-07,0
89854,127212,3,0.74948,0.385258,0,0
89860,127213,2.67,0.460507,0.118022,7.12E-09,0
89863,127214,3,0.785376,0.720724,-1.27E-09,0
89868,127217,2,0.117443,0.15363,0,0
89874,127221,1.67,0.553346,0.182644,-6.96E-09,0
89875,127222,2.67,0.199962,0.243469,7.60E-06,0
89877,127223,2.33,0.363476,0.336105,0,0
89880,127225,2.67,0.282955,0.292973,-0.000565233,0
89881,127226,2.67,0.102936,0.629398,2.50E-06,0
89885,127228,2.67,0.664347,0.525374,-0.0143405,0
89886,127228,2.67,0.572016,0.315597,-0.000100834,0
89887,127229,3,0.376845,0.17876,-1.68E-09,0
89890,127230,3,0.255261,0.531163,0.00467244,0.000167282
89891,127231,2.67,0.387296,0.342943,-0.00324539,0.000364238
89893,127232,2.33,0.594365,0.305752,0.0520658,0
89895,127232,2.67,0.75782,0.243494,0.0164126,0
89896,127233,2.67,0.621631,0.656239,0,0
